,source,target,sampled
1599,a pile of junk sitting next to a curb on green grass,a pile of old furnishings on the curb for trash pickup, a pile of grass by the side of the road resting
1600,a table at a bake sale with cakes and cupcakes displayed,this table has cupcakes and cake on it, this cake has candy on it and candles
1601,there are many elephants that can be seen here in the wild,the adult elephant is stretching it s long trunk over the fence, the elephant could are packed but but love them are walking
1602,a woman sitting at a table with a pizza on a plate,a woman sitting at a table with wine glasses and fruit topped pizza, a woman sitting at a table with food and candles while another man watches
1603,a pair of sandwiches with macaroni and cheese with broccoli and a fruit bowl,cafeteria lunch fare is a balanced meal plus dessert, gumdrops adorn are adorn a table full of soup
1604,two men with back packs and walking sticks,two men camping in the woods near rocks, two men walk in their fields together
1605,a man stands on a fishing boat as the tide rolls in from the shore on a desolate beach,shot of a person in a wooden boat on the shore of a beach, while a man in a boat on a beach shore
1606,a cake with white icing mint leaves and strawberries,a square white cake sits on a round plate and is decorated with strawberries, a cake with white hair is standing next to a cake with a man standing behind it
1607,a brown bull and a white bird and a hill,a cow that has a small white bird on it, a bull and a brown cow are in the grass
1608,the brown horse is walking on the dirt in the fence,a horse that is walking down a trail by itself, a brown horse is walking on a dirt path
1609,a young man riding in a cart attached to a horse,a man races a horse on a dirt track, a young man rides a horse on a dirt road
1610,a man and woman standing side by side in a kitchen next to a window,there is a man and a woman posing in a kitchen, there is a man and a woman standing
1611,a bathroom filled with toilets and a tub next to a sink,this bathroom which includes a bidet is very dirty, an indoor tub sink is being cleaned
1612,closeup of a logo on a blue and red bus,a logo on a double decker bus with a lion and a sword, a mirror of a bus along with a yellow bus
1613,an open refrigerator door on a kitchen floor,a fridge has some eggs and a bottle in it, a kitchen has been arranged with a bowl in it
1614,a woman standing on a mountain with skis and poles,a woman posing on skis with a ski lift in the background, a woman standing near ski poles with a mountain in the background
1615,two dogs and a cat sleeping on their human s bed,two dogs and a cat sleeping on a bed together, two dogs and a dog sleeping on a bed together
1616,a stove back splash with a granite design,a black stove top built in to a kitchen counter, a young man mixes on top of a stove
1617,a woman sitting on top of a bed with curtains hanging over it,a guy peeks out from behind a curtain, a lady hangs out from a bed
1618,a man in a baseball uniform holding a bat,a man in a baseball uniform ready to swing at a pitch, a man in a baseball uniform about to throw a baseball
1619,several boxes of doughnuts in a line on a table,a few boxes of glazed donuts on a table, a bunch of produce produce on a table
1620,a person petting the head of a cute fluffy sheep,a woman kneeling to pet animals while others wait, a man petting his goat while petting animals on the shore
1621,a metallic toilet sitting in a small bathroom,metal commode from above photographer s shoes visible, closeup from sink sink is shiny and shiny
1622,a dog is pulling a woman on a bike,a few people riding bikes next to a dog on a leash, a female riding her bike down a path on a bike
1623,a fairly curmudgeonly looking old gentleman grimaces for the camera,elderly gray haired man in a suit scowling into the camera, older gentleman in a gray sweater gazes at a camera
